word1,word2,word3,word4,label,meta_category,original_category
fry,oh,wing,nacho,0,Noun/Concept Synonyms,Hard Distractor
nacho,wing,fry,spruce,0,Noun/Concept Synonyms,Random Distractor
brandy,sauce,cider,butter,1,Noun/Concept Synonyms,apple products
butter,cider,or,sauce,0,Noun/Concept Synonyms,Hard Distractor
butter,brandy,lake,cider,0,Noun/Concept Synonyms,Random Distractor
crush,squash,press,mash,1,Noun/Concept Synonyms,apply pressure to
press,crush,mash,while,0,Noun/Concept Synonyms,Hard Distractor
press,crush,squash,ultra,0,Noun/Concept Synonyms,Random Distractor
duration,location,time,date,1,Noun/Concept Synonyms,appointment specifications
duration,ok,location,date,0,Noun/Concept Synonyms,Hard Distractor
date,duration,beyond,time,0,Noun/Concept Synonyms,Random Distractor
thanks,credit,praise,recognition,1,Noun/Concept Synonyms,appreciation
cha,credit,praise,thanks,0,Noun/Concept Synonyms,Hard Distractor
credit,praise,thanks,pot,0,Noun/Concept Synonyms,Random Distractor
thumbs-up,clearance,green light,go-ahead,1,Noun/Concept Synonyms,approval
green light,go-ahead,clearance,case,0,Noun/Concept Synonyms,Hard Distractor
clearance,go-ahead,information,green light,0,Noun/Concept Synonyms,Random Distractor
rough,broad,ballpark,general,1,Noun/Concept Synonyms,approximate
thanks,rough,general,broad,0,Noun/Concept Synonyms,Hard Distractor
rough,ballpark,alien,general,0,Noun/Concept Synonyms,Random Distractor
like,roughly,about,around,1,Descriptor/Adjective Synonyms,approximately
around,chair,roughly,about,0,Descriptor/Adjective Synonyms,Hard Distractor
roughly,football,around,like,0,Descriptor/Adjective Synonyms,Random Distractor
bent,gift,flair,flair,1,Noun/Concept Synonyms,aptitude
flair,bent,venus,gift,0,Noun/Concept Synonyms,Hard Distractor
flair,fortune,gift,flair,0,Noun/Concept Synonyms,Random Distractor
nose,faculty,instinct,gift,1,Noun/Concept Synonyms,aptitude
just,nose,faculty,gift,0,Noun/Concept Synonyms,Hard Distractor
faculty,gift,gust,instinct,0,Noun/Concept Synonyms,Random Distractor
pump,rocks,tank,filter,1,Noun/Concept Synonyms,aquarium purchases
tank,rocks,pump,dump,0,Noun/Concept Synonyms,Hard Distractor
pike,tank,filter,pump,0,Noun/Concept Synonyms,Random Distractor
mite,scorpion,spider,tick,1,Noun/Concept Synonyms,arachnids
tick,outlook,mite,scorpion,0,Noun/Concept Synonyms,Hard Distractor
scorpion,mite,spider,grounds,0,Noun/Concept Synonyms,Random Distractor
chair,judge,mediate,moderate,1,Noun/Concept Synonyms,arbitrate
moderate,spell,chair,mediate,0,Noun/Concept Synonyms,Hard Distractor
mediate,chair,moderate,seminar,0,Noun/Concept Synonyms,Random Distractor
rainbow,flight path,eyebrow,banana,1,Members of a Set/Entities,arc-shaped things
eyebrow,flight path,banana,cub,0,Members of a Set/Entities,Hard Distractor
masculine,flight path,eyebrow,banana,0,Members of a Set/Entities,Random Distractor
hawkeye,cupid,robin hood,sagittarius,1,Noun/Concept Synonyms,archers
sagittarius,hawkeye,oil,cupid,0,Noun/Concept Synonyms,Hard Distractor
haunted,cupid,sagittarius,hawkeye,0,Noun/Concept Synonyms,Random Distractor
bow,target,arrow,quiver,1,Members of a Set/Entities,archery equipment
quiver,arrow,target,whac-a-mole,0,Members of a Set/Entities,Hard Distractor
quiver,arrow,roller,target,0,Members of a Set/Entities,Random Distractor
ruler,stencil,t-square,compass,1,Members of a Set/Entities,architectural drawing tools
stencil,cab,ruler,t-square,0,Members of a Set/Entities,Hard Distractor
t-square,compass,ruler,keys,0,Members of a Set/Entities,Random Distractor
get it,capisce,understand,see,1,Idioms & Slang,are we clear?
see,capisce,pot,get it,0,Idioms & Slang,Hard Distractor
understand,get it,see,greyhound,0,Idioms & Slang,Random Distractor
specialty,field,concentration,focus,1,Noun/Concept Synonyms,area of expertise
root,specialty,focus,field,0,Noun/Concept Synonyms,Hard Distractor
tooth,specialty,concentration,field,0,Noun/Concept Synonyms,Random Distractor
bank,mound,hill,dune,1,Noun/Concept Synonyms,area of high ground
mound,mate,hill,dune,0,Noun/Concept Synonyms,Hard Distractor
storage,mound,hill,dune,0,Noun/Concept Synonyms,Random Distractor
pass,ravine,gulch,canyon,1,Idioms & Slang,areas between mountains and hills
clip,canyon,ravine,pass,0,Idioms & Slang,Hard Distractor
pass,canyon,accidental,gulch,0,Idioms & Slang,Random Distractor
concentration,major,degree,minor,1,Descriptor/Adjective Synonyms,areas of academic focus
concentration,major,minor,mean,0,Descriptor/Adjective Synonyms,Hard Distractor
concentration,degree,minor,mate,0,Descriptor/Adjective Synonyms,Random Distractor
hippodrome,coliseum,bowl,stadium,1,Noun/Concept Synonyms,arena
coliseum,bowl,swing,hippodrome,0,Noun/Concept Synonyms,Hard Distractor
dioxide,coliseum,stadium,hippodrome,0,Noun/Concept Synonyms,Random Distractor
subtract,add,multiply,divide,1,Descriptor/Adjective Synonyms,arithmetic operations
recess,subtract,add,multiply,0,Descriptor/Adjective Synonyms,Hard Distractor
add,mammoth,multiply,divide,0,Descriptor/Adjective Synonyms,Random Distractor
major,private,general,captain,1,Noun/Concept Synonyms,army ranks
captain,general,private,uber rating,0,Noun/Concept Synonyms,Hard Distractor
captain,slid,private,major,0,Noun/Concept Synonyms,Random Distractor
paint,charcoal,pastel,ink,1,Noun/Concept Synonyms,art mediums
ink,charcoal,paint,broil,0,Noun/Concept Synonyms,Hard Distractor
pastel,charcoal,buggy,paint,0,Noun/Concept Synonyms,Random Distractor
gothic,deco,dada,pop,1,Noun/Concept Synonyms,art movements
deco,spoils,pop,gothic,0,Noun/Concept Synonyms,Hard Distractor
gothic,dada,live music,pop,0,Noun/Concept Synonyms,Random Distractor
manner,surreal,romantic,expression,1,Noun/Concept Synonyms,"art movements, with -ism"
romantic,split,manner,surreal,0,Noun/Concept Synonyms,Hard Distractor
reason,romantic,surreal,expression,0,Noun/Concept Synonyms,Random Distractor
mite,aphid,beetle,tick,1,Noun/Concept Synonyms,arthropods
aphid,beetle,bottle,mite,0,Noun/Concept Synonyms,Hard Distractor
siobhan,aphid,beetle,mite,0,Noun/Concept Synonyms,Random Distractor
station,job,position,post,1,Noun/Concept Synonyms,assignment
job,link,station,post,0,Noun/Concept Synonyms,Hard Distractor
draw close,position,post,job,0,Noun/Concept Synonyms,Random Distractor
light,yang,masculine,expansive,1,Idioms & Slang,associated principles in chinese philosophy
light,yang,expansive,win,0,Idioms & Slang,Hard Distractor
hulk,expansive,masculine,light,0,Idioms & Slang,Random Distractor
pencil,derek jeter,silver medal,deputy,1,Noun/Concept Synonyms,associated with #2
silver medal,pencil,deputy,devil,0,Noun/Concept Synonyms,Hard Distractor
pencil,silver medal,skillet,deputy,0,Noun/Concept Synonyms,Random Distractor
taurus,rodeo,wall street,michael jordan,1,Noun/Concept Synonyms,associated with bulls
exercise,michael jordan,rodeo,taurus,0,Noun/Concept Synonyms,Hard Distractor
wall street,michael jordan,rodeo,haw,0,Noun/Concept Synonyms,Random Distractor
bat,castle,cape,fang,1,Noun/Concept Synonyms,associated with count dracula
castle,signal,bat,fang,0,Noun/Concept Synonyms,Hard Distractor
fang,schmaltz,castle,bat,0,Noun/Concept Synonyms,Random Distractor
rooster,sunrise,dew,worm,1,Noun/Concept Synonyms,associated with early morning
rooster,sunrise,worm,bore,0,Noun/Concept Synonyms,Hard Distractor
rooster,barn,dew,sunrise,0,Noun/Concept Synonyms,Random Distractor
slip,oedipus,dreams,id,1,Noun/Concept Synonyms,associated with freud
oedipus,dreams,charging cable,id,0,Noun/Concept Synonyms,Hard Distractor
oedipus,dreams,balanced,id,0,Noun/Concept Synonyms,Random Distractor
ladybug,shamrock,horseshoe,penny,1,Noun/Concept Synonyms,associated with good luck
horseshoe,shamrock,curveball,penny,0,Noun/Concept Synonyms,Hard Distractor
shamrock,horseshoe,ladybug,natty,0,Noun/Concept Synonyms,Random Distractor
steel,diamond,rock,nails,1,Noun/Concept Synonyms,associated with hardness
steel,mush,nails,rock,0,Noun/Concept Synonyms,Hard Distractor
lol,diamond,nails,rock,0,Noun/Concept Synonyms,Random Distractor
pipe,forearm,spinach,anchor,1,Noun/Concept Synonyms,associated with popeye
barge,anchor,forearm,spinach,0,Noun/Concept Synonyms,Hard Distractor
forearm,spinach,dasani,pipe,0,Noun/Concept Synonyms,Random Distractor
leprechaun,unicorn,pride,dorothy gale,1,Noun/Concept Synonyms,associated with rainbows
leprechaun,pride,unicorn,tea,0,Noun/Concept Synonyms,Hard Distractor
ready,dorothy gale,pride,leprechaun,0,Noun/Concept Synonyms,Random Distractor
fish,libra,solfege,justice,1,Noun/Concept Synonyms,associated with scales
libra,justice,crush,solfege,0,Noun/Concept Synonyms,Hard Distractor
libra,backpedal,justice,solfege,0,Noun/Concept Synonyms,Random Distractor
dysentery,ford,hunt,oxen,1,Idioms & Slang,associated with the game the oregon trail
hunt,ford,dysentery,proposal,0,Idioms & Slang,Hard Distractor
hunt,oxen,dysentery,are,0,Idioms & Slang,Random Distractor
lamp,blue,wishes,earring,1,Idioms & Slang,associated with the genie in “aladdin”
lamp,blue,earring,mesh shirt,0,Idioms & Slang,Hard Distractor
wishes,earring,blue,city,0,Idioms & Slang,Random Distractor
con game,hearts,halloween,magic show,1,Noun/Concept Synonyms,associated with tricks
booty,con game,hearts,magic show,0,Noun/Concept Synonyms,Hard Distractor
hearts,halloween,volume,magic show,0,Noun/Concept Synonyms,Random Distractor
infant,swimming,ticker,pub,1,Noun/Concept Synonyms,associated with “crawl”
ticker,swimming,pub,press,0,Noun/Concept Synonyms,Hard Distractor
stencil,infant,swimming,pub,0,Noun/Concept Synonyms,Random Distractor
chocolate,pigeon,peace,soap,1,Noun/Concept Synonyms,associated with “dove”
soap,pigeon,peace,scented,0,Noun/Concept Synonyms,Hard Distractor
pigeon,soap,chocolate,getup,0,Noun/Concept Synonyms,Random Distractor
cyclops,solitaire,unicycle,monologue,1,Noun/Concept Synonyms,associated with “one”
monologue,concert,solitaire,cyclops,0,Noun/Concept Synonyms,Hard Distractor
solitaire,cyclops,bozo,unicycle,0,Noun/Concept Synonyms,Random Distractor
cigarette,ticket,toe,pencil,1,Noun/Concept Synonyms,associated with “stub”
pencil,banal,cigarette,toe,0,Noun/Concept Synonyms,Hard Distractor
cigarette,toe,pencil,debut,0,Noun/Concept Synonyms,Random Distractor
bathrobe,bowling,rug,white russian,1,Idioms & Slang,associated with “the dude” lebowski
bathrobe,pleather vest,white russian,bowling,0,Idioms & Slang,Hard Distractor
rug,bowling,comer,white russian,0,Idioms & Slang,Random Distractor
cinch,lock,secure,ice,1,Descriptor/Adjective Synonyms,"assure, as a victory"
ice,secure,lock,drain,0,Descriptor/Adjective Synonyms,Hard Distractor
lock,secure,next,cinch,0,Descriptor/Adjective Synonyms,Random Distractor
lock,secure,clinch,guarantee,1,Noun/Concept Synonyms,"assure, as a win"
secure,guarantee,heart,lock,0,Noun/Concept Synonyms,Hard Distractor
clinch,secure,guarantee,outlaw,0,Noun/Concept Synonyms,Random Distractor
later,next,soon,eventually,1,Noun/Concept Synonyms,at some future point
bridge,eventually,next,later,0,Noun/Concept Synonyms,Hard Distractor
crib,soon,later,eventually,0,Noun/Concept Synonyms,Random Distractor
deposit,balance,transfer,withdrawal,1,Noun/Concept Synonyms,atm options
withdrawal,deposit,transfer,sway,0,Noun/Concept Synonyms,Hard Distractor
balance,transfer,withdrawal,popcorn,0,Noun/Concept Synonyms,Random Distractor
deposit,withdrawal,checking,savings,1,Noun/Concept Synonyms,atm options
cheek,savings,withdrawal,deposit,0,Noun/Concept Synonyms,Hard Distractor
checking,ton,withdrawal,savings,0,Noun/Concept Synonyms,Random Distractor
stick,paste,stick,affix,1,Descriptor/Adjective Synonyms,attach with adhesive
paste,stick,mosquito,stick,0,Descriptor/Adjective Synonyms,Hard Distractor
paste,stick,affix,phony,0,Descriptor/Adjective Synonyms,Random Distractor
adhere,glue,glue,adhere,1,Descriptor/Adjective Synonyms,attach with adhesive
adhere,adhere,fizz,glue,0,Descriptor/Adjective Synonyms,Hard Distractor
hipster,adhere,glue,glue,0,Descriptor/Adjective Synonyms,Random Distractor
earn,land,win,score,1,Noun/Concept Synonyms,attain
land,score,roger,win,0,Noun/Concept Synonyms,Hard Distractor
land,zipper,score,earn,0,Noun/Concept Synonyms,Random Distractor
absent,present,late,excused,1,Noun/Concept Synonyms,attendance status
present,ma,excused,late,0,Noun/Concept Synonyms,Hard Distractor
present,excused,late,threads,0,Noun/Concept Synonyms,Random Distractor
duds,getup,threads,fit,1,Noun/Concept Synonyms,attire
fit,cocktail,threads,getup,0,Noun/Concept Synonyms,Hard Distractor
duds,threads,fit,elder,0,Noun/Concept Synonyms,Random Distractor
hook,pull,grab,draw,1,Noun/Concept Synonyms,attract
pull,hook,draw,bonus,0,Noun/Concept Synonyms,Hard Distractor
hook,grab,pull,golf bag,0,Noun/Concept Synonyms,Random Distractor
draw,charm,pull,appeal,1,Noun/Concept Synonyms,attraction
appeal,pull,well,draw,0,Noun/Concept Synonyms,Hard Distractor
bumper,draw,appeal,pull,0,Noun/Concept Synonyms,Random Distractor
liberty bell,tower of pisa,venus de milo,statue of liberty,1,Idioms & Slang,attractions iconically different from their original forms
tower of pisa,joe,venus de milo,liberty bell,0,Idioms & Slang,Hard Distractor
statue of liberty,venus de milo,liberty bell,ridge,0,Idioms & Slang,Random Distractor
bare,unclad,nude,naked,1,Noun/Concept Synonyms,au naturel
paper,unclad,bare,naked,0,Noun/Concept Synonyms,Hard Distractor
brightness,bare,naked,nude,0,Noun/Concept Synonyms,Random Distractor
shazam,tidal,audible,pandora,1,Noun/Concept Synonyms,audio apps
pandora,story,tidal,shazam,0,Noun/Concept Synonyms,Hard Distractor
pandora,audible,period,tidal,0,Noun/Concept Synonyms,Random Distractor
super,ultra,hyper,uber,1,Word Structure/Play,augmentative prefixes
uber,super,hyper,you,0,Word Structure/Play,Hard Distractor
gecko,hyper,ultra,uber,0,Word Structure/Play,Random Distractor
bare,spare,plain,simple,1,Noun/Concept Synonyms,austere
spare,deed,simple,plain,0,Noun/Concept Synonyms,Hard Distractor
barbie dreamhouse,simple,spare,bare,0,Noun/Concept Synonyms,Random Distractor
crikey,bush,barbie,mate,1,Noun/Concept Synonyms,australian terms
mate,crikey,frozen,bush,0,Noun/Concept Synonyms,Hard Distractor
mogul,crikey,mate,bush,0,Noun/Concept Synonyms,Random Distractor
reverse,drive,neutral,low,1,Descriptor/Adjective Synonyms,automatic gear shifter positions
drive,reverse,low,sole,0,Descriptor/Adjective Synonyms,Hard Distractor
spitball,drive,reverse,low,0,Descriptor/Adjective Synonyms,Random Distractor
reverse,drive,neutral,park,1,Descriptor/Adjective Synonyms,automatic transmission settings
drive,nonstop,neutral,park,0,Descriptor/Adjective Synonyms,Hard Distractor
park,elmo,reverse,drive,0,Descriptor/Adjective Synonyms,Random Distractor
solo,free,stag,single,1,Descriptor/Adjective Synonyms,available
kindness,free,stag,single,0,Descriptor/Adjective Synonyms,Hard Distractor
free,alarm,solo,single,0,Descriptor/Adjective Synonyms,Random Distractor
fifth,broadway,park,madison,1,Noun/Concept Synonyms,avenues in n.y.c.
broadway,fifth,gear,park,0,Noun/Concept Synonyms,Hard Distractor
park,wild,broadway,fifth,0,Noun/Concept Synonyms,Random Distractor
standard,mean,norm,par,1,Noun/Concept Synonyms,average
par,month,mean,norm,0,Noun/Concept Synonyms,Hard Distractor
mean,beetlejuice,norm,par,0,Noun/Concept Synonyms,Random Distractor
skirt,duck,escape,dodge,1,Noun/Concept Synonyms,avoid
matte,escape,dodge,skirt,0,Noun/Concept Synonyms,Hard Distractor
skirt,escape,dodge,cross,0,Noun/Concept Synonyms,Random Distractor
medal,cup,trophy,ribbon,1,Trivia/Pop Culture,awards
cup,medal,cheers,trophy,0,Trivia/Pop Culture,Hard Distractor
cup,piggy,trophy,medal,0,Trivia/Pop Culture,Random Distractor
fire,lit,sick,dope,1,Noun/Concept Synonyms,awesome
fire,dope,lit,strand,0,Noun/Concept Synonyms,Hard Distractor
lit,elder,sick,fire,0,Noun/Concept Synonyms,Random Distractor
movie,ball,school,vitamin,1,Fill-in-the-Blank,b-___
vitamin,school,ball,paper,0,Fill-in-the-Blank,Hard Distractor
movie,warning,vitamin,ball,0,Fill-in-the-Blank,Random Distractor
bacon,bread,lettuce,tomato,1,Noun/Concept Synonyms,b.l.t. ingredients
lettuce,rest,bacon,bread,0,Noun/Concept Synonyms,Hard Distractor
lettuce,tomato,driver license,bread,0,Noun/Concept Synonyms,Random Distractor
kit,calf,cub,fawn,1,Members of a Set/Entities,baby animals
swings,calf,cub,fawn,0,Members of a Set/Entities,Hard Distractor
cub,fawn,kit,sleeve,0,Members of a Set/Entities,Random Distractor
kid,cub,calf,joey,1,Members of a Set/Entities,baby animals
cub,limestone,joey,calf,0,Members of a Set/Entities,Hard Distractor
cub,kid,bolster,joey,0,Members of a Set/Entities,Random Distractor
stroller,bib,bottle,monitor,1,Noun/Concept Synonyms,baby gear
bib,bottle,stroller,gooden,0,Noun/Concept Synonyms,Hard Distractor
stroller,bib,tile,bottle,0,Noun/Concept Synonyms,Random Distractor
carrot,shower,boom,talk,1,Fill-in-the-Blank,baby ___
talk,carrot,mario world,boom,0,Fill-in-the-Blank,Hard Distractor
boom,talk,gym,carrot,0,Fill-in-the-Blank,Random Distractor
steps,blues,boomer,teeth,1,Fill-in-the-Blank,baby ___
life,steps,blues,boomer,0,Fill-in-the-Blank,Hard Distractor
steps,teeth,hoarse,blues,0,Fill-in-the-Blank,Random Distractor
lip,sass,attitude,cheek,1,Noun/Concept Synonyms,back talk
attitude,sass,lip,float,0,Noun/Concept Synonyms,Hard Distractor
cheek,lip,put away,attitude,0,Noun/Concept Synonyms,Random Distractor
aegis,protection,guard,shield,1,Action/Verb Synonyms,backing
aegis,shield,guard,batter,0,Action/Verb Synonyms,Hard Distractor
protection,guard,shield,spoons,0,Action/Verb Synonyms,Random Distractor
booty,bum,rear,can,1,Noun/Concept Synonyms,backside
rear,foley,booty,can,0,Noun/Concept Synonyms,Hard Distractor
booty,romeo,rear,can,0,Noun/Concept Synonyms,Random Distractor
mar,god,tab,flow,1,Members of a Set/Entities,backwards animals
god,flow,mar,puma,0,Members of a Set/Entities,Hard Distractor
god,tab,mar,trampoline,0,Members of a Set/Entities,Random Distractor
whiff,slice,shank,hook,1,Descriptor/Adjective Synonyms,bad golf shots
slice,shank,hook,crush,0,Descriptor/Adjective Synonyms,Hard Distractor
whiff,quit,hook,shank,0,Descriptor/Adjective Synonyms,Random Distractor
freeze,lag,drop,echo,1,Members of a Set/Entities,bad things for a video call to do
mars,lag,drop,freeze,0,Members of a Set/Entities,Hard Distractor
